["教育程度", "type"]	["哪种类型是entity的毕业学校？"]
["電視網", "language"]	["播放entity的电视台的语言是什么？"]
["owner", "services"]	["什么包含在entity的总裁的服务中？"]
["affiliation", "type"]	["哪种类型是entity的隶属机构？"]
["usedBy", "currency"]	["entity的使用者的货币是什么？"]
["origin", "grass"]	["什么样的草原产于entity的发源地？"]
["deathPlace", "northwest"]	["哪个地方位于entity逝世的地方的西北部？"]
["county", "subdivisionType"]	["entity所属的省份的行政级别是什么？"]
["birthplace", "mayor"]	["谁是entityO第一CLPM支登场的球队的市长？"]
["deathplace", "religion"]	["entity逝世的地方的宗教是什么？"]
["deathplace", "upperHouse"]	["什么是entity逝世的地方的上议院？"]
["出生地", "governmentType"]	["entity的出生地政府类型是什么？"]
["owner", "satServ"]	["什么是entity的总裁的母公司？"]
["state", "before"]	["谁是entity所在的州的上一任？"]
["writer", "parents"]	["谁养育了entity的作者？","谁把entity的作者抚养长大？","谁是entity的作者的父母？"]
["country", "script"]	["什么是entity的的盲文？"]
["popplace", "establishedTitle"]	["哪个法律","行为使entity的主要分布区域成立？"]
["operator", "list3."]	["entity的相关运营A方是为之奋斗的第三支职业球队是什么？"]
["residence", "location"]	["entity的居住地在哪里？"]
["doctoralStudents", "title"]	["什么是entity的博士生的名字？"]
["origin", "label"]	["entity的发源地的标签是什么？"]
["successor", "affiliation"]	["谁隶属于entity的一CLPM代产品？"]
["influences", "before"]	["谁是entity的人的上一任？"]
["職業", "type"]	["哪种类型是entity的职业？"]
["origin", "capital"]	["entity的发源地的首都在哪里？"]
["動畫製作", "subsid"]	["entity的动画子公司的名称是什么？"]
["region", "largestmetro"]	["entity所在的行政区最大的地铁在哪里？"]
["deathplace", "lowerHouse"]	["什么是entity逝世的地方的下议院？"]
["commander", "father"]	["谁是entity的将领的父亲？"]
["inaugural", "children"]	["就职entity的政客孩子的名字是什么？"]
["states", "timezone"]	["使用entity的地区属于哪个时区？"]
["doctoralAdvisor", "influences"]	["谁影响entity的博士生导师？"]
["popplace", "southwest"]	["位于entity的主要分布区域西南的是什么？"]
["leader", "candidate"]	["谁是entity的领导人的候选人？"]
["locale", "lowerHouse"]	["什么是entityEV的所属地点的下议院？"]
["city", "founder"]	["谁是entity的所在城市的创始人？","谁创立了entity的所在城市？"]
["before", "tenants"]	["哪个俱乐部entity的前任租给哪个？","哪个俱乐部做租客entity的前任？"]
["locale", "north"]	["哪个城市位于entityEV的所属地点的北部？"]
["country", "p"]	["如何用汉语拼音拼写entity的？","entity的的中文拼音是什么？"]
["inaugural", "deputy"]	["谁是就职entity的政客的部长？"]
["ethnicity", "caption"]	["entity的标识是什么？"]
["workplaces", "successor"]	["谁是entity的工作地点的继承人？"]
["代表作", "magazine"]	["哪个杂志是entity的代表作品发表在哪？"]
["archipelago", "leaderTitle"]	["entity的在哪里作为leaderTitle？"]
["countryAdminDivisions", "leaderTitle"]	["entity在哪里作为leaderTitle？"]
["代表作", "placeOfDeath"]	["entity的代表作品死在哪里？","这是entity的代表作品的死亡地点？"]
["doctoralAdvisor", "spouse"]	["谁是entity的博士生导师的配偶？"]
["製作", "logo"]	["entity的制作方的标识是什么？"]
["after", "architect"]	["谁是entity的的建筑师？","谁建立了entity的？"]
["managerclubs", "rcb"]	["谁是entity执教的俱乐部最强的玩家？"]
["title", "list2."]	["谁是1904年entity的标题最好的右手投手？"]
["primaryUser", "establishedEvent"]	["什么时候entity的主要用户创建既定事件？"]
["location", "reptile"]	["什么是entity的位置的官方国家爬行动物？"]
["publisher", "president"]	["谁是entity的出版商的总裁？"]
["workInstitutions", "type"]	["哪种类型是entity的工作机构？"]
["locationCity", "southeast"]	["哪个城市位于entity的所在地的东南部？"]
["areaServed", "leaderTitle"]	["entity的服务区域在哪里作为leaderTitle？"]
["經紀公司", "subsid"]	["entity的经济公司子公司的名称是什么？"]
["creator", "nationality"]	["entity的创造者的国籍是什么？"]
["territory", "demonym"]	["我们称之为entity覆盖的区域的人是谁？"]
["province", "isoCode"]	["什么是entity的ISO代码？"]
["province", "seat"]	["发现entity的地方是什么？"]
["province", "leader"]	["谁是entity的领导者？"]
["region", "sign"]	["entity所在的行政区使用什么样的语言？"]
["publisher", "successor"]	["谁是entity的出版商的继承人？"]
["appointer", "as"]	["entity的任命者相当于什么？"]
["territory", "establishedEvent"]	["什么时候entity覆盖的区域创建既定事件？"]
["headquarters", "areaCodeType"]	["entity的总部地址有哪些类型的区号？"]
["territory", "governor"]	["谁是entity覆盖的区域的现任州长？"]
["author", "successor"]	["谁是entity的原著作者的继承人？"]
["region", "isoCode"]	["什么是entity所在的行政区的ISO代码？"]
["poleTeam", "keyPeople"]	["谁是entity的优胜车队的首席执行官？"]
["place", "populationBlank1Title"]	["什么是entity的地址？"]
["occupation", "list1."]	["谁是第一个在entity的职业中添加内容的人？"]
["currentclub", "before"]	["谁是entity的上一任？"]
["政权", "title"]	["什么是entity的的名字？"]
["usedBy", "commander"]	["我们应该称之为entity的使用者的指挥官？"]
["youthclubs", "before"]	["谁是entity所属青年俱乐部的上一任？"]
["居住地", "religion"]	["entity的居住地的宗教是什么？"]
["currentclub", "leaderName"]	["谁是entity的领导者？"]
["instrument", "instruments"]	["entity使用的乐器使用什么工具？"]
["associatedActs", "birthPlace"]	["entity的相关艺人出生在哪里？"]
["mother", "leaderName"]	["谁是entity的母亲的领导者？"]
["placeOfDeath", "title"]	["什么是entity的逝世地址的名字？"]
["followedBy", "title"]	["什么是entity的一CLPM部作品的名字？"]
["programmingLanguage", "genre"]	["entity的开发语言属于哪种类型？"]
["birthplace", "lowerHouse"]	["什么是entityO第一CLPM支登场的球队的下议院？"]
["platform", "successor"]	["谁是entity的运行平台的继承人？"]
["出生地點", "areaCodeType"]	["entity的出生地点有哪些类型的区号？"]
["出生地點", "governingBody"]	["entity的出生地点的管理机构是什么？"]
["出生地點", "leaderName"]	["谁是entity的出生地点的领导者？"]
["areaServed", "officialLanguages"]	["entity的服务区域的官方语言是什么？"]
["location", "populationBlank1Title"]	["什么是entity的位置？"]
["locale", "lieutenantGovernor"]	["谁是entityEV的所属地点现任副州长？"]
["residence", "populationBlank1Title"]	["什么是entity的居住地？"]
["incumbent", "spouse"]	["谁是entity的现任的配偶？"]
["頻道", "format"]	["放映entity的频道的格式是什么？"]
["before", "nationality"]	["entity的前任的国籍是什么？"]
["commander", "as"]	["entity的将领相当于什么？"]
["commander", "almaMater"]	["entity的将领从哪里毕业？"]
["使用平臺", "supportedPlatforms"]	["entity的发布平台支持哪些平台？"]
["出生地點", "governmentType"]	["entity的出生地点政府类型是什么？"]
["producer", "keyPeople"]	["谁是entity的制片人的首席执行官？"]
["place", "religion"]	["entity的地址的宗教是什么？"]
["place", "sovereigntyType"]	["什么是entity的地址的主权类型？"]
["出生地", "sovereigntyType"]	["什么是entity的出生地的主权类型？"]
["leaderParty", "founder"]	["谁是entity的的创始人？","谁创立了entity的？"]
["before", "religion"]	["entity的前任的宗教是什么？"]
["cityofbirth", "translitLang1Type"]	["什么是entity的出生地的翻译方案？"]
["usedBy", "label"]	["entity的使用者的标签是什么？"]
["place", "soil"]	["entity的地址的州土壤是什么？"]
["place", "seallink"]	["什么是entity的地址的密封链接？"]
["place", "bird"]	["哪种鸟类生物居住在entity的地址？"]
["place", "butterfly"]	["在entity的地址中发现了什么样的蝴蝶？"]
["place", "lieutenantGovernor"]	["谁是entity的地址现任副州长？"]
["place", "before"]	["谁是entity的地址的上一任？"]
["region", "location"]	["entity所在的行政区在哪里？"]
["builder", "location"]	["entity的建造商在哪里？"]
["occupation", "instruments"]	["entity的职业使用什么工具？"]
["channel", "founder"]	["谁是entity的电视台的创始人？","谁创立了entity的电视台？"]
["owner", "owner"]	["谁是entity的总裁的所有者？"]
["garrison", "timezoneDst"]	["entity驻守的区域属于哪个时区？"]
["headquarters", "grass"]	["什么样的草原产于entity的总部地址？"]
["headquarters", "soil"]	["entity的总部地址的州土壤是什么？"]
["starring", "notableInstruments"]	["哪种乐器参演entity的演员发挥并因此而闻名？"]
["origin", "subdivisionName"]	["entity的发源地的细分名称是什么？"]
["身份", "eventEnd"]	["什么时候entity所在的朝代解散了？"]
["occupation", "sisterNames"]	["什么是entity的职业的姐妹名字？"]
["locale", "mayor"]	["谁是entityEV的所属地点的市长？"]
["youthclubs", "president"]	["谁是entity所属青年俱乐部的总裁？"]
["operator", "subdivisionName"]	["entity的相关运营A方是的细分名称是什么？"]
["operator", "governmentType"]	["entity的相关运营A方是政府类型是什么？"]
["basinCountries", "caption"]	["entity的沿线国家的标识是什么？"]
["birthPlace", "mammal"]	["entity的出生地中濒临灭绝的哺乳动物是什么？"]
["series", "title"]	["什么是entity的名字？"]
["headquarters", "largestmetro"]	["entity的总部地址最大的地铁在哪里？"]
["subdivisionName", "before"]	["谁是entity的上一任？"]
["venue", "governmentType"]	["entity的举办场地政府类型是什么？"]
["location", "tree"]	["什么树大部分种植在entity的位置？"]
["garrison", "subdivisionType"]	["entity驻守的区域的行政级别是什么？"]
["occupation", "stylisticOrigins"]	["entity的职业的风格起源是什么？"]
["occupation", "derivatives"]	["什么是entity的职业的衍生物？"]
["champion", "list3."]	["entity的总冠军为之奋斗的第三支职业球队是什么？"]
["debutteam", "architect"]	["谁是entity的O第一CLPM支球队的建筑师？","谁建立了entity的O第一CLPM支球队？"]
["creator", "placeOfBirth"]	["entity的创造者出生在哪里？"]
["states", "lieutenantGovernor"]	["谁是使用entity的地区现任副州长？"]
["cityofbirth", "birthPlace"]	["entity的出生地出生在哪里？"]
["countryofbirth", "leader"]	["谁是entity的祖国的领导者？"]
["producer", "nationality"]	["entity的制片人的国籍是什么？"]
["influences", "magazine"]	["哪个杂志是entity的人发表在哪？"]
["influences", "associatedActs"]	["谁与entity的人相关联？"]
["主持", "genre"]	["entity的主持人属于哪种类型？"]
["primaryUser", "house"]	["entity的主要用户有什么样的立法机构？"]
["commander", "succession"]	["谁是entity的将领的继承人？"]
["origin", "caption"]	["entity的发源地的标识是什么？"]
["influences", "occupation"]	["entity的人从事的职业是什么？","entity的人的工作是什么？"]
["title", "lcm"]	["谁是entity的标题的新QPR英雄？"]
["nationalteam", "ethnicGroups"]	["entity属于哪个民族？"]
["venue", "callingCode"]	["什么是entity的举办场地中的调用代码？"]
["parent", "location"]	["entity的主公司在哪里？"]
["vicepresident", "spouse"]	["谁是entity的副总统的配偶？"]
["headquarters", "lieutenantGovernor"]	["谁是entity的总部地址现任副州长？"]
["place", "highestpoint"]	["entity的地址的最高点是什么？"]
